# Sum spectrum combining XMM spectra:
# Source Name    ,        obsid,           ra,          dec,          lii,          bii,         time
# XTE J1650-500  ,    136140301,      252.504,     -49.9625,      336.718,     -3.42735,      52165.6
# XTE J1650-500  ,    206640101,      252.504,     -49.9625,      336.718,     -3.42735,      53435.6
#
# Total observation time: 65512.0 seconds
#
#                  eV,             Angstrom, flux in 1/(s cm^2 A)
          1385.298340,             8.950000,             0.182777
          1379.748413,             8.986000,             0.179649
          1374.242920,             9.022000,             0.180513
          1368.781250,             9.058000,             0.182432
          1363.362549,             9.094000,             0.183710
          1357.986816,             9.130000,             0.179554
          1352.653198,             9.166000,             0.187111
          1347.361450,             9.202000,             0.181655
          1342.110840,             9.238000,             0.169092
          1336.900879,             9.274000,             0.175845
          1331.731445,             9.310000,             0.174487
          1326.601807,             9.346000,             0.178647
          1321.511230,             9.382000,             0.178947
          1316.459839,             9.418000,             0.177475
          1311.446899,             9.454000,             0.180831
          1306.472046,             9.490000,             0.179510
          1301.534790,             9.526000,             0.170363
          1296.634521,             9.562000,             0.174597
          1291.771240,             9.598000,             0.185701
          1286.944092,             9.634000,             0.174162
          1282.153076,             9.670000,             0.177692
          1277.397461,             9.706000,             0.179706
          1272.677002,             9.742000,             0.178793
          1267.991455,             9.778000,             0.176569
          1263.340088,             9.814000,             0.174222
          1258.722778,             9.850000,             0.175867
          1254.139160,             9.886000,             0.177061
          1249.588745,             9.922000,             0.160988
          1245.071289,             9.958000,             0.166833
          1240.586304,             9.994000,             0.169115
          1236.133545,            10.030000,             0.166830
          1231.712646,            10.066000,             0.170741
          1227.323242,            10.102000,             0.167123
          1222.965088,            10.138000,             0.170171
          1218.637695,            10.174000,             0.174147
          1214.340698,            10.210000,             0.174888
          1210.074097,            10.246000,             0.169898
          1205.837402,            10.282000,             0.168648
          1201.630127,            10.318000,             0.163241
          1197.452148,            10.354000,             0.167456
          1193.302979,            10.390000,             0.165098
          1189.182739,            10.426000,             0.167321
          1185.090820,            10.462000,             0.166503
          1181.026855,            10.498000,             0.157946
          1176.990601,            10.534000,             0.151629
          1172.982056,            10.570000,             0.153568
          1169.000610,            10.606000,             0.155493
          1165.046021,            10.642000,             0.152943
          1161.118164,            10.678000,             0.160023
          1157.216675,            10.714000,             0.153665
          1153.341309,            10.750000,             0.152345
          1149.491943,            10.786000,             0.148549
          1145.668091,            10.822000,             0.150534
          1141.869507,            10.858000,             0.141700
          1138.096069,            10.894000,             0.142860
          1134.347656,            10.930000,             0.147895
          1130.623779,            10.966000,             0.129760
          1126.924194,            11.002000,             0.140663
          1123.248657,            11.038000,             0.142430
          1119.597168,            11.074000,             0.141723
          1115.969360,            11.110000,             0.138555
          1112.364990,            11.146000,             0.140428
          1108.783691,            11.182000,             0.139072
          1105.225464,            11.218000,             0.140910
          1101.690063,            11.254000,             0.132682
          1098.177124,            11.290000,             0.128278
          1094.686523,            11.326000,             0.131785
          1091.218018,            11.362000,             0.131216
          1087.771484,            11.398000,             0.129698
          1084.346680,            11.434000,             0.126107
          1080.943359,            11.470000,             0.130425
          1077.561279,            11.506000,             0.129779
          1074.200317,            11.542000,             0.121793
          1070.860229,            11.578000,             0.120467
          1067.540771,            11.614000,             0.126267
          1064.242065,            11.650000,             0.121910
          1060.963623,            11.686000,             0.115107
          1057.705200,            11.722000,             0.120921
          1054.466675,            11.758000,             0.117923
          1051.248047,            11.794000,             0.117049
          1048.048950,            11.830000,             0.115099
          1044.869385,            11.866000,             0.124586
          1041.708862,            11.902000,             0.114195
          1038.567627,            11.938000,             0.117529
          1035.445068,            11.974000,             0.115677
          1032.341309,            12.010000,             0.114593
          1029.256104,            12.046000,             0.109748
          1026.189453,            12.082000,             0.110949
          1023.140808,            12.118000,             0.111973
          1020.110229,            12.154000,             0.106687
          1017.097595,            12.190000,             0.105356
          1014.102661,            12.226000,             0.106095
          1011.125427,            12.262000,             0.106281
          1008.165527,            12.298000,             0.104225
          1005.222961,            12.334000,             0.100596
          1002.297424,            12.370000,             0.098198
           999.389038,            12.406000,             0.101023
           996.497314,            12.442000,             0.101089
           993.622375,            12.478000,             0.102678
           990.763916,            12.514000,             0.097133
           987.921814,            12.550000,             0.090659
           985.096130,            12.586000,             0.099068
           982.286560,            12.622000,             0.097757
           979.492859,            12.658000,             0.093062
           976.714966,            12.694000,             0.091511
           973.952820,            12.730000,             0.090271
           971.206238,            12.766000,             0.089810
           968.475220,            12.802000,             0.088299
           965.759399,            12.838000,             0.090370
           963.058899,            12.874000,             0.088337
           960.373352,            12.910000,             0.086225
           957.702698,            12.946000,             0.087851
           955.046997,            12.982000,             0.089113
           952.405884,            13.018000,             0.084819
           949.779297,            13.054000,             0.000000
           947.167175,            13.090000,             0.000000
           944.569397,            13.126000,             0.082055
           941.985962,            13.162000,             0.083203
           939.416565,            13.198000,             0.082298
           936.861084,            13.234000,             0.081889
           934.319458,            13.270000,             0.079709
           931.791687,            13.306000,             0.081080
           929.277527,            13.342000,             0.078539
           926.776733,            13.378000,             0.074966
           924.289551,            13.414000,             0.073800
           921.815552,            13.450000,             0.072866
           919.354797,            13.486000,             0.068367
           916.907227,            13.522000,             0.074045
           914.472717,            13.558000,             0.070692
           912.050903,            13.594000,             0.072119
           909.641968,            13.630000,             0.071798
           907.245667,            13.666000,             0.070159
           904.862000,            13.702000,             0.070095
           902.490906,            13.738000,             0.068767
           900.132080,            13.774000,             0.069505
           897.785583,            13.810000,             0.066934
           895.451355,            13.846000,             0.067027
           893.129150,            13.882000,             0.067757
           890.819092,            13.918000,             0.066510
           888.520813,            13.954000,             0.064905
           886.234497,            13.990000,             0.064086
