# Sum spectrum combining XMM spectra:
# Source Name    ,        obsid,           ra,          dec,          lii,          bii,         time
# GRO J1655-40   ,    112460201,      253.501,     -39.8458,      344.982,      2.45567,      52151.1
# GRO J1655-40   ,    112460301,      253.501,     -39.8458,      344.982,      2.45567,        52151
# GRO J1655-40   ,    112921301,        253.5,     -39.8458,      344.982,      2.45629,      53428.3
# GRO J1655-40   ,    112921401,        253.5,     -39.8458,      344.982,      2.45629,      53443.7
# GRO J1655-40   ,    112921501,        253.5,     -39.8458,      344.982,      2.45629,      53444.7
# GRO J1655-40   ,    112921601,        253.5,     -39.8458,      344.982,      2.45629,      53445.7
# GRO J1655-40   ,    155762501,        253.5,     -39.8458,      344.982,      2.45629,      53447.7
# GRO J1655-40   ,    155762601,        253.5,     -39.8458,      344.982,      2.45629,      53456.4
# GRO J1655-40_1 ,    400890201,      253.501,     -39.8458,      344.982,      2.45595,      54185.6
# GRO J1655-40_2 ,    400890301,      253.501,     -39.8458,      344.982,      2.45595,      54153.7
#
# Total observation time: 368663.0 seconds
#
#                  eV,             Angstrom, flux in 1/(s cm^2 A)
          1145.668091,            10.822000,             0.898099
          1141.869507,            10.858000,             0.884185
          1138.096069,            10.894000,             0.870377
          1134.347656,            10.930000,             0.852424
          1130.623779,            10.966000,             0.846437
          1126.924194,            11.002000,             0.832145
          1123.248657,            11.038000,             0.847234
          1119.597168,            11.074000,             0.829727
          1115.969360,            11.110000,             0.829281
          1112.364990,            11.146000,             0.816709
          1108.783691,            11.182000,             0.792060
          1105.225464,            11.218000,             0.783573
          1101.690063,            11.254000,             0.783507
          1098.177124,            11.290000,             0.769376
          1094.686523,            11.326000,             0.757822
          1091.218018,            11.362000,             0.738420
          1087.771484,            11.398000,             0.734283
          1084.346680,            11.434000,             0.723818
          1080.943359,            11.470000,             0.715836
          1077.561279,            11.506000,             0.716824
          1074.200317,            11.542000,             0.700644
          1070.860229,            11.578000,             0.691890
          1067.540771,            11.614000,             0.690041
          1064.242065,            11.650000,             0.666820
          1060.963623,            11.686000,             0.660875
          1057.705200,            11.722000,             0.656124
          1054.466675,            11.758000,             0.644791
          1051.248047,            11.794000,             0.627175
          1048.048950,            11.830000,             0.632366
          1044.869385,            11.866000,             0.623158
          1041.708862,            11.902000,             0.605088
          1038.567627,            11.938000,             0.589967
          1035.445068,            11.974000,             0.584425
          1032.341309,            12.010000,             0.573851
          1029.256104,            12.046000,             0.573512
          1026.189453,            12.082000,             0.540759
          1023.140808,            12.118000,             0.525089
          1020.110229,            12.154000,             0.528582
          1017.097595,            12.190000,             0.524055
          1014.102661,            12.226000,             0.524079
          1011.125427,            12.262000,             0.514685
          1008.165527,            12.298000,             0.503807
          1005.222961,            12.334000,             0.487226
          1002.297424,            12.370000,             0.492944
           999.389038,            12.406000,             0.485289
           996.497314,            12.442000,             0.483058
           993.622375,            12.478000,             0.473075
           990.763916,            12.514000,             0.458188
           987.921814,            12.550000,             0.450446
           985.096130,            12.586000,             0.446505
           982.286560,            12.622000,             0.429623
           979.492859,            12.658000,             0.428275
           976.714966,            12.694000,             0.417666
           973.952820,            12.730000,             0.409703
           971.206238,            12.766000,             0.402704
           968.475220,            12.802000,             0.400534
           965.759399,            12.838000,             0.391706
           963.058899,            12.874000,             0.380838
           960.373352,            12.910000,             0.379098
           957.702698,            12.946000,             0.365762
           955.046997,            12.982000,             0.355941
           952.405884,            13.018000,             0.358853
           949.779297,            13.054000,             0.272810
           947.167175,            13.090000,             0.000000
