# Sum spectrum combining XMM spectra:
# Source Name    ,        obsid,           ra,          dec,          lii,          bii,         time
# Swift J1910.2-0546,    741590101,      287.595,     -5.79944,      29.9021,     -6.84442,      56935.7
# SWIFT J1910.2-0546,    691271401,      287.595,     -5.79878,      29.9027,     -6.84412,      56217.8
#
# Total observation time: 113125.0 seconds
#
#                  eV,             Angstrom, flux in 1/(s cm^2 A)
          1390.892944,             8.914000,             0.064014
          1385.298340,             8.950000,             0.064339
          1379.748413,             8.986000,             0.064493
          1374.242920,             9.022000,             0.065270
          1368.781250,             9.058000,             0.065672
          1363.362549,             9.094000,             0.066140
          1357.986816,             9.130000,             0.065149
          1352.653198,             9.166000,             0.067076
          1347.361450,             9.202000,             0.064249
          1342.110840,             9.238000,             0.066391
          1336.900879,             9.274000,             0.066366
          1331.731445,             9.310000,             0.065233
          1326.601807,             9.346000,             0.064906
          1321.511230,             9.382000,             0.064295
          1316.459839,             9.418000,             0.066822
          1311.446899,             9.454000,             0.068712
          1306.472046,             9.490000,             0.068038
          1301.534790,             9.526000,             0.067794
          1296.634521,             9.562000,             0.067487
          1291.771240,             9.598000,             0.066793
          1286.944092,             9.634000,             0.067382
          1282.153076,             9.670000,             0.068590
          1277.397461,             9.706000,             0.067873
          1272.677002,             9.742000,             0.069371
          1267.991455,             9.778000,             0.068995
          1263.340088,             9.814000,             0.070026
          1258.722778,             9.850000,             0.070445
          1254.139160,             9.886000,             0.071752
          1249.588745,             9.922000,             0.069978
          1245.071289,             9.958000,             0.075216
          1240.586304,             9.994000,             0.075231
          1236.133545,            10.030000,             0.073981
          1231.712646,            10.066000,             0.069216
          1227.323242,            10.102000,             0.069222
          1222.965088,            10.138000,             0.063475
          1218.637695,            10.174000,             0.068380
          1214.340698,            10.210000,             0.070878
          1210.074097,            10.246000,             0.070067
          1205.837402,            10.282000,             0.071686
          1201.630127,            10.318000,             0.071458
          1197.452148,            10.354000,             0.071396
          1193.302979,            10.390000,             0.071836
          1189.182739,            10.426000,             0.071615
          1185.090820,            10.462000,             0.071510
          1181.026855,            10.498000,             0.069056
          1176.990601,            10.534000,             0.065733
          1172.982056,            10.570000,             0.067149
          1169.000610,            10.606000,             0.063592
          1165.046021,            10.642000,             0.066692
          1161.118164,            10.678000,             0.065838
          1157.216675,            10.714000,             0.064701
          1153.341309,            10.750000,             0.066732
          1149.491943,            10.786000,             0.061503
          1145.668091,            10.822000,             0.064742
          1141.869507,            10.858000,             0.063977
          1138.096069,            10.894000,             0.062964
          1134.347656,            10.930000,             0.065105
          1130.623779,            10.966000,             0.064902
          1126.924194,            11.002000,             0.063963
          1123.248657,            11.038000,             0.064741
          1119.597168,            11.074000,             0.066284
          1115.969360,            11.110000,             0.063173
          1112.364990,            11.146000,             0.064310
          1108.783691,            11.182000,             0.063617
          1105.225464,            11.218000,             0.062238
          1101.690063,            11.254000,             0.062765
          1098.177124,            11.290000,             0.061807
          1094.686523,            11.326000,             0.062242
          1091.218018,            11.362000,             0.060460
          1087.771484,            11.398000,             0.060689
          1084.346680,            11.434000,             0.060442
          1080.943359,            11.470000,             0.061245
          1077.561279,            11.506000,             0.061338
          1074.200317,            11.542000,             0.059783
          1070.860229,            11.578000,             0.060522
          1067.540771,            11.614000,             0.059973
          1064.242065,            11.650000,             0.060018
          1060.963623,            11.686000,             0.060352
          1057.705200,            11.722000,             0.060494
          1054.466675,            11.758000,             0.060157
          1051.248047,            11.794000,             0.057161
          1048.048950,            11.830000,             0.059120
          1044.869385,            11.866000,             0.058082
          1041.708862,            11.902000,             0.059045
          1038.567627,            11.938000,             0.059206
          1035.445068,            11.974000,             0.059642
          1032.341309,            12.010000,             0.058333
          1029.256104,            12.046000,             0.058359
          1026.189453,            12.082000,             0.057762
          1023.140808,            12.118000,             0.057079
          1020.110229,            12.154000,             0.058049
          1017.097595,            12.190000,             0.058489
          1014.102661,            12.226000,             0.057604
          1011.125427,            12.262000,             0.056351
          1008.165527,            12.298000,             0.057455
          1005.222961,            12.334000,             0.057368
          1002.297424,            12.370000,             0.056975
           999.389038,            12.406000,             0.056723
           996.497314,            12.442000,             0.056600
           993.622375,            12.478000,             0.055408
           990.763916,            12.514000,             0.054697
           987.921814,            12.550000,             0.055852
           985.096130,            12.586000,             0.054046
           982.286560,            12.622000,             0.055818
           979.492859,            12.658000,             0.057218
           976.714966,            12.694000,             0.055193
           973.952820,            12.730000,             0.055750
           971.206238,            12.766000,             0.055033
           968.475220,            12.802000,             0.054986
           965.759399,            12.838000,             0.056869
           963.058899,            12.874000,             0.053080
           960.373352,            12.910000,             0.054282
           957.702698,            12.946000,             0.053211
           955.046997,            12.982000,             0.054997
           952.405884,            13.018000,             0.052618
           949.779297,            13.054000,             0.000000
           947.167175,            13.090000,             0.000000
           944.569397,            13.126000,             0.053006
           941.985962,            13.162000,             0.054008
           939.416565,            13.198000,             0.052940
           936.861084,            13.234000,             0.052812
           934.319458,            13.270000,             0.052106
           931.791687,            13.306000,             0.052178
           929.277527,            13.342000,             0.053549
           926.776733,            13.378000,             0.052565
           924.289551,            13.414000,             0.051410
           921.815552,            13.450000,             0.051231
           919.354797,            13.486000,             0.050162
           916.907227,            13.522000,             0.051496
           914.472717,            13.558000,             0.051016
           912.050903,            13.594000,             0.051987
           909.641968,            13.630000,             0.050886
           907.245667,            13.666000,             0.050568
           904.862000,            13.702000,             0.051201
           902.490906,            13.738000,             0.054571
           900.132080,            13.774000,             0.053836
           897.785583,            13.810000,             0.053941
           895.451355,            13.846000,             0.053434
           893.129150,            13.882000,             0.053852
           890.819092,            13.918000,             0.053068
           888.520813,            13.954000,             0.053248
           886.234497,            13.990000,             0.052456
           883.959778,            14.026000,             0.052783
           881.696655,            14.062000,             0.053623
           879.445251,            14.098000,             0.053913
           877.205322,            14.134000,             0.053190
           874.976685,            14.170000,             0.053501
           872.759338,            14.206000,             0.053083
           870.553284,            14.242000,             0.054335
           868.358337,            14.278000,             0.054047
           866.174377,            14.314000,             0.057726
           864.001404,            14.350000,             0.058039
           861.839233,            14.386000,             0.059003
           859.687927,            14.422000,             0.056899
           857.547363,            14.458000,             0.058087
           855.417358,            14.494000,             0.057179
           853.298035,            14.530000,             0.056873
           851.189026,            14.566000,             0.057074
           849.090515,            14.602000,             0.056294
           847.002319,            14.638000,             0.056719
           844.924316,            14.674000,             0.054794
           842.856506,            14.710000,             0.058319
           840.798767,            14.746000,             0.059242
           838.751160,            14.782000,             0.059020
           836.713379,            14.818000,             0.058471
           834.685608,            14.854000,             0.059004
           832.667542,            14.890000,             0.058354
           830.659302,            14.926000,             0.056507
           828.660583,            14.962000,             0.058901
           826.671509,            14.998000,             0.057971
           824.691956,            15.034000,             0.058435
           822.721985,            15.070000,             0.056918
           820.761230,            15.106000,             0.058176
           818.809875,            15.142000,             0.057475
           816.867798,            15.178000,             0.055088
           814.934998,            15.214000,             0.054009
           813.011169,            15.250000,             0.054409
           811.096436,            15.286000,             0.055344
           809.190674,            15.322000,             0.053826
           807.293823,            15.358000,             0.054109
           805.406006,            15.394000,             0.054422
           803.526855,            15.430000,             0.055427
           801.656555,            15.466000,             0.054591
           799.794861,            15.502000,             0.054576
           797.941772,            15.538000,             0.054632
           796.097351,            15.574000,             0.053894
           794.261414,            15.610000,             0.053830
           792.433777,            15.646000,             0.053510
           790.614624,            15.682000,             0.052711
           788.803833,            15.718000,             0.052188
           787.001343,            15.754000,             0.052058
