# Sum spectrum combining XMM spectra:
# Source Name    ,        obsid,           ra,          dec,          lii,          bii,         time
# Serpens X-1    ,     84020401,      279.987,        5.035,      36.1162,      4.84384,      53086.6
# Serpens X-1    ,     84020501,      279.987,        5.035,      36.1162,      4.84384,      53088.6
# Serpens X-1    ,     84020601,      279.987,        5.035,      36.1162,      4.84384,      53090.6
#
# Total observation time: 65590.0 seconds
#
#                  eV,             Angstrom, flux in 1/(s cm^2 A)
          1286.944092,             9.634000,             0.162649
          1282.153076,             9.670000,             0.167222
          1277.397461,             9.706000,             0.164035
          1272.677002,             9.742000,             0.163920
          1267.991455,             9.778000,             0.163518
          1263.340088,             9.814000,             0.161781
          1258.722778,             9.850000,             0.161522
          1254.139160,             9.886000,             0.156229
          1249.588745,             9.922000,             0.153737
          1245.071289,             9.958000,             0.155891
          1240.586304,             9.994000,             0.154069
          1236.133545,            10.030000,             0.152307
          1231.712646,            10.066000,             0.151092
          1227.323242,            10.102000,             0.149418
          1222.965088,            10.138000,             0.144673
          1218.637695,            10.174000,             0.148022
          1214.340698,            10.210000,             0.148603
          1210.074097,            10.246000,             0.145885
          1205.837402,            10.282000,             0.144133
          1201.630127,            10.318000,             0.141017
          1197.452148,            10.354000,             0.141196
          1193.302979,            10.390000,             0.138302
          1189.182739,            10.426000,             0.139163
          1185.090820,            10.462000,             0.140168
          1181.026855,            10.498000,             0.137025
          1176.990601,            10.534000,             0.137050
          1172.982056,            10.570000,             0.132616
          1169.000610,            10.606000,             0.131927
          1165.046021,            10.642000,             0.131469
          1161.118164,            10.678000,             0.131949
          1157.216675,            10.714000,             0.126714
          1153.341309,            10.750000,             0.129872
          1149.491943,            10.786000,             0.127618
          1145.668091,            10.822000,             0.129081
          1141.869507,            10.858000,             0.126478
          1138.096069,            10.894000,             0.126920
          1134.347656,            10.930000,             0.124138
          1130.623779,            10.966000,             0.125143
          1126.924194,            11.002000,             0.116965
          1123.248657,            11.038000,             0.117905
          1119.597168,            11.074000,             0.117806
          1115.969360,            11.110000,             0.115525
