# Sum spectrum combining XMM spectra:
# Source Name    ,        obsid,           ra,          dec,          lii,          bii, start time mjd,   end time mjd
# CYGNUS X-1     ,    202760201,       299.59,      35.2016,       71.335,       3.0668,   53323.920787,   53324.139699
# CYGNUS X-1     ,    202760301,       299.59,      35.2016,       71.335,       3.0668,   53329.905278,   53330.124144
# CYGNUS X-1     ,    202760401,       299.59,      35.2016,       71.335,       3.0668,   53335.889687,   53336.135162
# CYGNUS X-1     ,    202760501,       299.59,      35.2016,       71.335,       3.0668,   53341.874225,   53342.004028
# Cyg X-1        ,    605610401,       299.59,      35.2016,       71.335,       3.0668,   55167.155752,   55167.537014
# Cyg X-1        ,    745250701,       299.59,      35.2016,      71.3349,       3.0669,   57541.912604,   57543.482049
# CYGNUS X-1     ,    202401101,       299.59,      35.2016,       71.335,      3.06681,   53284.035451,   53284.246343
# CYGNUS X-1     ,    202401201,       299.59,      35.2016,       71.335,      3.06681,   53286.029919,   53286.241019
# Cygnus X-1     ,    500880201,       299.59,      35.2016,       71.335,      3.06681,   54574.496273,   54575.184213
# Cygnus X-1     ,    610000401,       299.59,      35.2016,       71.335,      3.06681,   54967.981169,   54968.269838
# Cyg X-1        ,    745250201,       299.59,      35.2016,      71.3349,      3.06692,   57535.930486,   57537.624931
# Cyg X-1        ,    745250501,       299.59,      35.2016,      71.3349,      3.06692,   57537.924792,   57539.600718
# Cyg X-1        ,    745250601,       299.59,      35.2016,      71.3349,      3.06692,   57539.916574,   57541.599456
#
Total observation time: 761607.0 seconds
#
#                  eV,             Angstrom, flux in 1/(s cm^2 A), error in 1/(s cm^2 A)
           627.768066,            19.750000,             0.150041,              0.000000
           626.625916,            19.785999,             0.145103,              0.000000
           625.487854,            19.822001,             0.142477,              0.000000
           624.353882,            19.858000,             0.142184,              0.000000
           623.224121,            19.893999,             0.137641,              0.000000
           622.098267,            19.930000,             0.135774,              0.000000
           620.976624,            19.966000,             0.131530,              0.000000
           619.859009,            20.002001,             0.129048,              0.000000
           618.745361,            20.038000,             0.108524,              0.000000
           617.635803,            20.073999,             0.108695,              0.000000
           616.530029,            20.110001,             0.101976,              0.000000
           615.428345,            20.146000,             0.100112,              0.000000
           614.330627,            20.181999,             0.101038,              0.000000
           613.236694,            20.218000,             0.088341,              0.000000
           612.146729,            20.254000,             0.093238,              0.000000
           611.060547,            20.290001,             0.088487,              0.000000
           609.978333,            20.326000,             0.084887,              0.000000
           608.899902,            20.362000,             0.086101,              0.000000
           607.825256,            20.398001,             0.085512,              0.000000
           606.754456,            20.434000,             0.084208,              0.000000
           605.687378,            20.469999,             0.079592,              0.000000
           604.623962,            20.506001,             0.080527,              0.000000
           603.564392,            20.542000,             0.072697,              0.000000
           602.508484,            20.577999,             0.079763,              0.000000
           601.456238,            20.614000,             0.076232,              0.000000
           600.407776,            20.650000,             0.075887,              0.000000
           599.362793,            20.686001,             0.076225,              0.000000
           598.321533,            20.722000,             0.073297,              0.000000
           597.283936,            20.757999,             0.000000,              0.000000
           596.249878,            20.794001,             0.000000,              0.000000
           595.219421,            20.830000,             0.078747,              0.000000
           594.192444,            20.865999,             0.080244,              0.000000
           593.169006,            20.902000,             0.078446,              0.000000
           592.149170,            20.938000,             0.073481,              0.000000
           591.132812,            20.974001,             0.074694,              0.000000
           590.119934,            21.010000,             0.075678,              0.000000
           589.110535,            21.046000,             0.075850,              0.000000
           588.104492,            21.082001,             0.073587,              0.000000
           587.101990,            21.118000,             0.068127,              0.000000
           586.102844,            21.153999,             0.068894,              0.000000
           585.107117,            21.190001,             0.068446,              0.000000
           584.114746,            21.226000,             0.068044,              0.000000
           583.125793,            21.261999,             0.068638,              0.000000
           582.140076,            21.298000,             0.068437,              0.000000
           581.157776,            21.334000,             0.061723,              0.000000
           580.178711,            21.370001,             0.058251,              0.000000
           579.203003,            21.406000,             0.056227,              0.000000
           578.230591,            21.441999,             0.057307,              0.000000
           577.261353,            21.478001,             0.055824,              0.000000
           576.295410,            21.514000,             0.051543,              0.000000
           575.332703,            21.549999,             0.051149,              0.000000
           574.373169,            21.586000,             0.052402,              0.000000
           573.416870,            21.622000,             0.050292,              0.000000
           572.463745,            21.658001,             0.052876,              0.000000
           571.513733,            21.694000,             0.049676,              0.000000
           570.566956,            21.730000,             0.049896,              0.000000
           569.623291,            21.766001,             0.054749,              0.000000
           568.682678,            21.802000,             0.031250,              0.000000
           567.745239,            21.837999,             0.054475,              0.000000
           566.810791,            21.874001,             0.052509,              0.000000
           565.879517,            21.910000,             0.049414,              0.000000
           564.951233,            21.945999,             0.052155,              0.000000
           564.026001,            21.982000,             0.044246,              0.000000
           563.103882,            22.018000,             0.042976,              0.000000
           562.184570,            22.054001,             0.043050,              0.000000
           561.268433,            22.090000,             0.045567,              0.000000
           560.355225,            22.125999,             0.044390,              0.000000
           559.444946,            22.162001,             0.040081,              0.000000
           558.537720,            22.198000,             0.035731,              0.000000
           557.633362,            22.233999,             0.038876,              0.000000
           556.731873,            22.270000,             0.038250,              0.000000
           555.833374,            22.306000,             0.036680,              0.000000
           554.937805,            22.341999,             0.043491,              0.000000
           554.045044,            22.378000,             0.033935,              0.000000
           553.155151,            22.414000,             0.040133,              0.000000
           552.268127,            22.450001,             0.038880,              0.000000
           551.383972,            22.486000,             0.033566,              0.000000
           550.502625,            22.521999,             0.035572,              0.000000
           549.624084,            22.558001,             0.033380,              0.000000
           548.748291,            22.594000,             0.035033,              0.000000
           547.875427,            22.629999,             0.040932,              0.000000
           547.005127,            22.666000,             0.039378,              0.000000
           546.137817,            22.702000,             0.036784,              0.000000
           545.273132,            22.738001,             0.045714,              0.000000
           544.411133,            22.774000,             0.058485,              0.000000
           543.551941,            22.809999,             0.067822,              0.000000
           542.695374,            22.846001,             0.074127,              0.000000
           541.841614,            22.882000,             0.073293,              0.000000
           540.990479,            22.917999,             0.080904,              0.000000
           540.141968,            22.954000,             0.107819,              0.000000
           539.296204,            22.990000,             0.108424,              0.000000
           538.453064,            23.025999,             0.100844,              0.000000
           537.612488,            23.062000,             0.093029,              0.000000
           536.774597,            23.098000,             0.098428,              0.000000
           535.939270,            23.134001,             0.119126,              0.000000
           535.106567,            23.170000,             0.139243,              0.000000
           534.276428,            23.205999,             0.151563,              0.000000
           533.448914,            23.242001,             0.161546,              0.000000
           532.623901,            23.278000,             0.153449,              0.000000
           531.801514,            23.313999,             0.133100,              0.000000
           530.981567,            23.350000,             0.114495,              0.000000
           530.164185,            23.386000,             0.115494,              0.000000
           529.349304,            23.422001,             0.116814,              0.000000
           528.536926,            23.458000,             0.090327,              0.000000
           527.727051,            23.493999,             0.057286,              0.000000
           526.919678,            23.530001,             0.064052,              0.000000
           526.114685,            23.566000,             0.089281,              0.000000
           525.312256,            23.601999,             0.116926,              0.000000
           524.512207,            23.638000,             0.132551,              0.000000
           523.714600,            23.674000,             0.139281,              0.000000
           522.919495,            23.709999,             0.139916,              0.000000
           522.126648,            23.746000,             0.135706,              0.000000
           521.336304,            23.782000,             0.135129,              0.000000
           520.548279,            23.818001,             0.131880,              0.000000
           519.762695,            23.854000,             0.135850,              0.000000
           518.979492,            23.889999,             0.133633,              0.000000
           518.198547,            23.926001,             0.126739,              0.000000
           517.420105,            23.962000,             0.127527,              0.000000
           516.643860,            23.997999,             0.125194,              0.000000
           515.869995,            24.034000,             0.113801,              0.000000
           515.098511,            24.070000,             0.116428,              0.000000
           514.329163,            24.106001,             0.120543,              0.000000
           513.562256,            24.142000,             0.110799,              0.000000
           512.797546,            24.177999,             0.108951,              0.000000
           512.035156,            24.214001,             0.109560,              0.000000
           511.275055,            24.250000,             0.104239,              0.000000
           510.517151,            24.285999,             0.108096,              0.000000
           509.761505,            24.322001,             0.106811,              0.000000
           509.008087,            24.358000,             0.101859,              0.000000
           508.256989,            24.393999,             0.097883,              0.000000
           507.507965,            24.430000,             0.095030,              0.000000
           506.761200,            24.466000,             0.092340,              0.000000
           506.016602,            24.502001,             0.094133,              0.000000
           505.274231,            24.538000,             0.091250,              0.000000
           504.534058,            24.573999,             0.093270,              0.000000
           503.796021,            24.610001,             0.089814,              0.000000
           503.060120,            24.646000,             0.088052,              0.000000
           502.326416,            24.681999,             0.088348,              0.000000
           501.594757,            24.718000,             0.090017,              0.000000
           500.865326,            24.754000,             0.094941,              0.000000
           500.137939,            24.790001,             0.094106,              0.000000
           499.412659,            24.826000,             0.092278,              0.000000
           498.689575,            24.862000,             0.081651,              0.000000
           497.968445,            24.898001,             0.083571,              0.000000
           497.249512,            24.934000,             0.074714,              0.000000
           496.532623,            24.969999,             0.071920,              0.000000
           495.817780,            25.006001,             0.070308,              0.000000
           495.105042,            25.042000,             0.068865,              0.000000
           494.394287,            25.077999,             0.067590,              0.000000
           493.685547,            25.114000,             0.064669,              0.000000
           492.978882,            25.150000,             0.065637,              0.000000
           492.274231,            25.186001,             0.064016,              0.000000
           491.571625,            25.222000,             0.058449,              0.000000
           490.871033,            25.257999,             0.062234,              0.000000
           490.172333,            25.294001,             0.061622,              0.000000
           489.475708,            25.330000,             0.056738,              0.000000
           488.781067,            25.365999,             0.057792,              0.000000
           488.088318,            25.402000,             0.055507,              0.000000
           487.397583,            25.438000,             0.056348,              0.000000
           486.708740,            25.474001,             0.051671,              0.000000
           486.021973,            25.510000,             0.049649,              0.000000
           485.337036,            25.546000,             0.049273,              0.000000
           484.654053,            25.582001,             0.049108,              0.000000
           483.972961,            25.618000,             0.045990,              0.000000
           483.293823,            25.653999,             0.049704,              0.000000
           482.616577,            25.690001,             0.047863,              0.000000
           481.941193,            25.726000,             0.044137,              0.000000
           481.267792,            25.761999,             0.044314,              0.000000
           480.596130,            25.798000,             0.044703,              0.000000
           479.926483,            25.834000,             0.044257,              0.000000
           479.258575,            25.870001,             0.042660,              0.000000
           478.592621,            25.906000,             0.038816,              0.000000
           477.928467,            25.941999,             0.039983,              0.000000
           477.266083,            25.978001,             0.040381,              0.000000
           476.605682,            26.014000,             0.040154,              0.000000
           475.946991,            26.049999,             0.041053,              0.000000
           475.290192,            26.086000,             0.040439,              0.000000
           474.635162,            26.122000,             0.038688,              0.000000
           473.981934,            26.158001,             0.034121,              0.000000
           473.330505,            26.194000,             0.035355,              0.000000
           472.680908,            26.230000,             0.036022,              0.000000
           472.033020,            26.266001,             0.037415,              0.000000
           471.386963,            26.302000,             0.032813,              0.000000
           470.742645,            26.337999,             0.031274,              0.000000
           470.100067,            26.374001,             0.034043,              0.000000
           469.459290,            26.410000,             0.031396,              0.000000
           468.820251,            26.445999,             0.031770,              0.000000
           468.182922,            26.482000,             0.030567,              0.000000
           467.547302,            26.518000,             0.029788,              0.000000
           466.913452,            26.554001,             0.029929,              0.000000
           466.281281,            26.590000,             0.031565,              0.000000
           465.650848,            26.625999,             0.032813,              0.000000
           465.022125,            26.662001,             0.031887,              0.000000
           464.395050,            26.698000,             0.026749,              0.000000
           463.769775,            26.733999,             0.027959,              0.000000
           463.145996,            26.770000,             0.027490,              0.000000
           462.524078,            26.806000,             0.027128,              0.000000
           461.903717,            26.841999,             0.025653,              0.000000
           461.285065,            26.878000,             0.024251,              0.000000
           460.668060,            26.914000,             0.026193,              0.000000
           460.052673,            26.950001,             0.024281,              0.000000
           459.438965,            26.986000,             0.023427,              0.000000
           458.826843,            27.021999,             0.020757,              0.000000
           458.216400,            27.058001,             0.022000,              0.000000
           457.607574,            27.094000,             0.021328,              0.000000
           457.000366,            27.129999,             0.020683,              0.000000
           456.394745,            27.166000,             0.021996,              0.000000
           455.790741,            27.202000,             0.021859,              0.000000
           455.188293,            27.238001,             0.022400,              0.000000
           454.587494,            27.274000,             0.023032,              0.000000
           453.988281,            27.309999,             0.023471,              0.000000
           453.390594,            27.346001,             0.018383,              0.000000
           452.794556,            27.382000,             0.018510,              0.000000
           452.200012,            27.417999,             0.020290,              0.000000
           451.607056,            27.454000,             0.018873,              0.000000
           451.015625,            27.490000,             0.017742,              0.000000
           450.425781,            27.525999,             0.018659,              0.000000
           449.837463,            27.562000,             0.017791,              0.000000
           449.250641,            27.598000,             0.019100,              0.000000
           448.665405,            27.634001,             0.015565,              0.000000
           448.081635,            27.670000,             0.017072,              0.000000
           447.499481,            27.705999,             0.016070,              0.000000
           446.918732,            27.742001,             0.021331,              0.000000
           446.339539,            27.778000,             0.017934,              0.000000
           445.761871,            27.813999,             0.016819,              0.000000
           445.185608,            27.850000,             0.015890,              0.000000
           444.610931,            27.886000,             0.016103,              0.000000
           444.037659,            27.922001,             0.015561,              0.000000
           443.465912,            27.958000,             0.016729,              0.000000
           442.895630,            27.993999,             0.013072,              0.000000
           442.326752,            28.030001,             0.016677,              0.000000
           441.759399,            28.066000,             0.015362,              0.000000
           441.193512,            28.101999,             0.015783,              0.000000
           440.628998,            28.138000,             0.012738,              0.000000
           440.066010,            28.174000,             0.011921,              0.000000
           439.504425,            28.209999,             0.014701,              0.000000
           438.944244,            28.246000,             0.014659,              0.000000
           438.385529,            28.282000,             0.014514,              0.000000
           437.828186,            28.318001,             0.015471,              0.000000
           437.272369,            28.354000,             0.015501,              0.000000
           436.717834,            28.389999,             0.014793,              0.000000
           436.164764,            28.426001,             0.013187,              0.000000
           435.613068,            28.462000,             0.014137,              0.000000
           435.062805,            28.497999,             0.020144,              0.000000
           434.513916,            28.534000,             0.026083,              0.000000
           433.966370,            28.570000,             0.015193,              0.000000
           433.420227,            28.606001,             0.015463,              0.000000
           432.875458,            28.642000,             0.015219,              0.000000
           432.332123,            28.677999,             0.016087,              0.000000
           431.790039,            28.714001,             0.017562,              0.000000
           431.249390,            28.750000,             0.016667,              0.000000
           430.710083,            28.785999,             0.015841,              0.000000
           430.172058,            28.822001,             0.014101,              0.000000
           429.635437,            28.858000,             0.014930,              0.000000
           429.100128,            28.893999,             0.017361,              0.000000
           428.566162,            28.930000,             0.014820,              0.000000
           428.033539,            28.966000,             0.015443,              0.000000
           427.502258,            29.002001,             0.014246,              0.000000
           426.972229,            29.038000,             0.015632,              0.000000
           426.443604,            29.073999,             0.014143,              0.000000
           425.916138,            29.110001,             0.015436,              0.000000
           425.390137,            29.146000,             0.016510,              0.000000
           424.865326,            29.181999,             0.014507,              0.000000
           424.341797,            29.218000,             0.014517,              0.000000
           423.819672,            29.254000,             0.014935,              0.000000
           423.298676,            29.290001,             0.016354,              0.000000
           422.779114,            29.326000,             0.015966,              0.000000
           422.260712,            29.362000,             0.015140,              0.000000
           421.743652,            29.398001,             0.015270,              0.000000
           421.227844,            29.434000,             0.012797,              0.000000
           420.713287,            29.469999,             0.015179,              0.000000
           420.199951,            29.506001,             0.013665,              0.000000
           419.687866,            29.542000,             0.012138,              0.000000
           419.177094,            29.577999,             0.011883,              0.000000
           418.667511,            29.614000,             0.012558,              0.000000
           418.159180,            29.650000,             0.014025,              0.000000
           417.652069,            29.686001,             0.013926,              0.000000
           417.146210,            29.722000,             0.014438,              0.000000
           416.641571,            29.757999,             0.015048,              0.000000
           416.138153,            29.794001,             0.014463,              0.000000
           415.635925,            29.830000,             0.012309,              0.000000
           415.134949,            29.865999,             0.013366,              0.000000
           414.635101,            29.902000,             0.013949,              0.000000
           414.136536,            29.938000,             0.014066,              0.000000
           413.639160,            29.974001,             0.012373,              0.000000
           413.142914,            30.010000,             0.013569,              0.000000
           412.647949,            30.046000,             0.012457,              0.000000
           412.154053,            30.082001,             0.011658,              0.000000
           411.661469,            30.118000,             0.012358,              0.000000
           411.169983,            30.153999,             0.013025,              0.000000
           410.679688,            30.190001,             0.013606,              0.000000
           410.190582,            30.226000,             0.012249,              0.000000
           409.702576,            30.261999,             0.012107,              0.000000
           409.215790,            30.298000,             0.012340,              0.000000
           408.730103,            30.334000,             0.011099,              0.000000
           408.245605,            30.370001,             0.016013,              0.000000
           407.762268,            30.406000,             0.012864,              0.000000
           407.280090,            30.441999,             0.013581,              0.000000
           406.798981,            30.478001,             0.011473,              0.000000
           406.319061,            30.514000,             0.013920,              0.000000
           405.840271,            30.549999,             0.010791,              0.000000
           405.362549,            30.586000,             0.012941,              0.000000
           404.886017,            30.622000,             0.013885,              0.000000
           404.410553,            30.658001,             0.011861,              0.000000
           403.936249,            30.694000,             0.014722,              0.000000
           403.463043,            30.730000,             0.016354,              0.000000
           402.990967,            30.766001,             0.014002,              0.000000
           402.519958,            30.802000,             0.011971,              0.000000
           402.050049,            30.837999,             0.010876,              0.000000
           401.581268,            30.874001,             0.011421,              0.000000
           401.113525,            30.910000,             0.011823,              0.000000
           400.646973,            30.945999,             0.012630,              0.000000
           400.181366,            30.982000,             0.014388,              0.000000
           399.716949,            31.018000,             0.009326,              0.000000
           399.253540,            31.054001,             0.011541,              0.000000
           398.791260,            31.090000,             0.010738,              0.000000
           398.330017,            31.125999,             0.008545,              0.000000
           397.869843,            31.162001,             0.010749,              0.000000
           397.410736,            31.198000,             0.010259,              0.000000
           396.952667,            31.233999,             0.014102,              0.000000
           396.495667,            31.270000,             0.014957,              0.000000
           396.039734,            31.306000,             0.020311,              0.000000
           395.584839,            31.341999,             0.011392,              0.000000
           395.130981,            31.378000,             0.010902,              0.000000
           394.678162,            31.414000,             0.008455,              0.000000
           394.226379,            31.450001,             0.010798,              0.000000
           393.775635,            31.486000,             0.010186,              0.000000
           393.325928,            31.521999,             0.011294,              0.000000
           392.877228,            31.558001,             0.010902,              0.000000
           392.429565,            31.594000,             0.010998,              0.000000
           391.982910,            31.629999,             0.012018,              0.000000
           391.537292,            31.666000,             0.012380,              0.000000
           391.092651,            31.702000,             0.010678,              0.000000
           390.649048,            31.738001,             0.011402,              0.000000
           390.206421,            31.774000,             0.012201,              0.000000
           389.764832,            31.809999,             0.011215,              0.000000
           389.324249,            31.846001,             0.010678,              0.000000
           388.884613,            31.882000,             0.011686,              0.000000
           388.446045,            31.917999,             0.011458,              0.000000
           388.008331,            31.954000,             0.011206,              0.000000
           387.571747,            31.990000,             0.012336,              0.000000
           387.136047,            32.026001,             0.010231,              0.000000
           386.701385,            32.062000,             0.008924,              0.000000
           386.267700,            32.098000,             0.009891,              0.000000
           385.834930,            32.133999,             0.011093,              0.000000
           385.403198,            32.169998,             0.011012,              0.000000
           384.972321,            32.206001,             0.009856,              0.000000
           384.542511,            32.242001,             0.011121,              0.000000
           384.113617,            32.278000,             0.010413,              0.000000
           383.685699,            32.313999,             0.009133,              0.000000
           383.258759,            32.349998,             0.010692,              0.000000
           382.832703,            32.386002,             0.011950,              0.000000
           382.407593,            32.422001,             0.009737,              0.000000
           381.983459,            32.458000,             0.009443,              0.000000
           381.560272,            32.493999,             0.010679,              0.000000
           381.138031,            32.529999,             0.009464,              0.000000
           380.716675,            32.566002,             0.015163,              0.000000
           380.296265,            32.602001,             0.005736,              0.000000
           379.876831,            32.638000,             0.006874,              0.000000
           379.458252,            32.674000,             0.007720,              0.000000
           379.040649,            32.709999,             0.007710,              0.000000
           378.623962,            32.745998,             0.006488,              0.000000
           378.208130,            32.782001,             0.008257,              0.000000
           377.793274,            32.818001,             0.011023,              0.000000
           377.379272,            32.854000,             0.008725,              0.000000
           376.966248,            32.889999,             0.007957,              0.000000
           376.554077,            32.925999,             0.006068,              0.000000
           376.142792,            32.962002,             0.006466,              0.000000
           375.732452,            32.998001,             0.005907,              0.000000
           375.322998,            33.034000,             0.006378,              0.000000
           374.914429,            33.070000,             0.007739,              0.000000
           374.506714,            33.105999,             0.007054,              0.000000
           374.099945,            33.141998,             0.006443,              0.000000
           373.693970,            33.178001,             0.009858,              0.000000
           373.288940,            33.214001,             0.008568,              0.000000
           372.884796,            33.250000,             0.006938,              0.000000
           372.481506,            33.285999,             0.007953,              0.000000
           372.079102,            33.321999,             0.009455,              0.000000
           371.677551,            33.358002,             0.008536,              0.000000
           371.276825,            33.394001,             0.006757,              0.000000
           370.877045,            33.430000,             0.005154,              0.000000
           370.478088,            33.466000,             0.004853,              0.000000
           370.079987,            33.501999,             0.006008,              0.000000
           369.682770,            33.537998,             0.006118,              0.000000
           369.286316,            33.574001,             0.013590,              0.000000
           368.890808,            33.610001,             0.005750,              0.000000
           368.496094,            33.646000,             0.004892,              0.000000
           368.102264,            33.681999,             0.004331,              0.000000
           367.709229,            33.717999,             0.003012,              0.000000
           367.317017,            33.754002,             0.003196,              0.000000
           366.925690,            33.790001,             0.004945,              0.000000
           366.535156,            33.826000,             0.005125,              0.000000
           366.145538,            33.862000,             0.005376,              0.000000
           365.756653,            33.897999,             0.004058,              0.000000
           365.368683,            33.933998,             0.005636,              0.000000
           364.981415,            33.970001,             0.006278,              0.000000
           364.595062,            34.006001,             0.004102,              0.000000
           364.209503,            34.042000,             0.003435,              0.000000
           363.824738,            34.077999,             0.004980,              0.000000
           363.440826,            34.113998,             0.004630,              0.000000
           363.057648,            34.150002,             0.004845,              0.000000
           362.675323,            34.186001,             0.002408,              0.000000
           362.293823,            34.222000,             0.006115,              0.000000
           361.913116,            34.257999,             0.001856,              0.000000
           361.533203,            34.293999,             0.003346,              0.000000
           361.154083,            34.330002,             0.004948,              0.000000
           360.775726,            34.366001,             0.004251,              0.000000
           360.398224,            34.402000,             0.005042,              0.000000
           360.021454,            34.438000,             0.000505,              0.000000
           359.645508,            34.473999,             0.002132,              0.000000
           359.270355,            34.509998,             0.004944,              0.000000
           358.895935,            34.546001,             0.005152,              0.000000
           358.522339,            34.582001,             0.003152,              0.000000
           358.149506,            34.618000,             0.004498,              0.000000
           357.777466,            34.653999,             0.003937,              0.000000
           357.406189,            34.689999,             0.004557,              0.000000
           357.035645,            34.726002,             0.003549,              0.000000
           356.665863,            34.762001,             0.005821,              0.000000
           356.296906,            34.798000,             0.006596,              0.000000
           355.928680,            34.834000,             0.004400,              0.000000
           355.561249,            34.869999,             0.005007,              0.000000
           355.194550,            34.905998,             0.003233,              0.000000
           354.828552,            34.942001,             0.001245,              0.000000
           354.463379,            34.978001,             0.002759,              0.000000
           354.098907,            35.014000,             0.004727,              0.000000
           353.735229,            35.049999,             0.004946,              0.000000
           353.372284,            35.085999,             0.006701,              0.000000
           353.010040,            35.122002,             0.006723,              0.000000
           352.648621,            35.158001,             0.002352,              0.000000
           352.287872,            35.194000,             0.007146,              0.000000
           351.927917,            35.230000,             0.005551,              0.000000
           351.568634,            35.265999,             0.006532,              0.000000
           351.210144,            35.301998,             0.006118,              0.000000
           350.852325,            35.338001,             0.004397,              0.000000
           350.495270,            35.374001,             0.005802,              0.000000
           350.138947,            35.410000,             0.005107,              0.000000
           349.783325,            35.445999,             0.007276,              0.000000
           349.428467,            35.481998,             0.006024,              0.000000
           349.074249,            35.518002,             0.003931,              0.000000
           348.720795,            35.554001,             0.007921,              0.000000
           348.368073,            35.590000,             0.004136,              0.000000
           348.016052,            35.625999,             0.005397,              0.000000
           347.664764,            35.661999,             0.004348,              0.000000
           347.314117,            35.698002,             0.005547,              0.000000
           346.964203,            35.734001,             0.005085,              0.000000
           346.615021,            35.770000,             0.007453,              0.000000
           346.266541,            35.806000,             0.005793,              0.000000
           345.918762,            35.841999,             0.007224,              0.000000
           345.571686,            35.877998,             0.006214,              0.000000
           345.225220,            35.914001,             0.006041,              0.000000
           344.879547,            35.950001,             0.005597,              0.000000
           344.534515,            35.986000,             0.005587,              0.000000
           344.190216,            36.021999,             0.005017,              0.000000
           343.846588,            36.057999,             0.005669,              0.000000
           343.503601,            36.094002,             0.005854,              0.000000
           343.161346,            36.130001,             0.005922,              0.000000
           342.819733,            36.166000,             0.007204,              0.000000
           342.478882,            36.202000,             0.005299,              0.000000
           342.138641,            36.237999,             0.006528,              0.000000
           341.799072,            36.273998,             0.004877,              0.000000
           341.460175,            36.310001,             0.003670,              0.000000
           341.121979,            36.346001,             0.003499,              0.000000
           340.784454,            36.382000,             0.006662,              0.000000
           340.447571,            36.417999,             0.003524,              0.000000
           340.111389,            36.453999,             0.003447,              0.000000
           339.775787,            36.490002,             0.004963,              0.000000
           339.440918,            36.526001,             0.004684,              0.000000
           339.106720,            36.562000,             0.005452,              0.000000
           338.773163,            36.598000,             0.003962,              0.000000
           338.440247,            36.633999,             0.003976,              0.000000
           338.107971,            36.669998,             0.004897,              0.000000
           337.776367,            36.706001,             0.003279,              0.000000
           337.445404,            36.742001,             0.006345,              0.000000
           337.115112,            36.778000,             0.006789,              0.000000
           336.785461,            36.813999,             0.003734,              0.000000
           336.456451,            36.849998,             0.004733,              0.000000
           336.128021,            36.886002,             0.004624,              0.000000
           335.800323,            36.922001,             0.007023,              0.000000
           335.473206,            36.958000,             0.005993,              0.000000
           335.146759,            36.993999,             0.002513,              0.000000
           334.820953,            37.029999,             0.002720,              0.000000
           334.495728,            37.066002,             0.003837,              0.000000
           334.171204,            37.102001,             0.006513,              0.000000
           333.847229,            37.138000,             0.003812,              0.000000
           333.523987,            37.174000,             0.004164,              0.000000
           333.201263,            37.209999,             0.004640,              0.000000
           332.879242,            37.245998,             0.003510,              0.000000
           332.557770,            37.282001,             0.003589,              0.000000
           332.236969,            37.318001,            -0.000198,              0.000000
           331.916779,            37.354000,            -0.000780,              0.000000
           331.597198,            37.389999,             0.002019,              0.000000
           331.278259,            37.425999,             0.006538,              0.000000
           330.959869,            37.462002,             0.005066,              0.000000
           330.642151,            37.498001,             0.002920,              0.000000
           330.325012,            37.534000,             0.003194,              0.000000
           330.008514,            37.570000,             0.004069,              0.000000
           329.692596,            37.605999,             0.004759,              0.000000
           329.377289,            37.641998,             0.004117,              0.000000
           329.062561,            37.678001,             0.003788,              0.000000
           328.748444,            37.714001,             0.004192,              0.000000
           328.434937,            37.750000,             0.004916,              0.000000
           328.122040,            37.785999,             0.003709,              0.000000
           327.809753,            37.821999,             0.003728,              0.000000
           327.497986,            37.858002,             0.003510,              0.000000
           327.186890,            37.894001,             0.001792,              0.000000
           326.876312,            37.930000,             0.005208,              0.000000
           326.566376,            37.966000,             0.000796,              0.000000
           326.257019,            38.001999,            -0.000326,              0.000000
           325.948273,            38.037998,             0.003899,              0.000000
           325.640045,            38.074001,             0.002877,              0.000000
           325.332428,            38.110001,             0.002418,              0.000000
           325.025421,            38.146000,             0.002507,              0.000000
           324.718964,            38.181999,             0.004010,              0.000000
           324.413116,            38.217999,             0.000000,              0.000000
           324.107788,            38.254002,             0.000000,              0.000000
           323.803101,            38.290001,             0.000000,              0.000000
           323.498932,            38.326000,             0.000000,              0.000000
           323.195343,            38.362000,             0.000000,              0.000000
           322.892334,            38.397999,             0.000000,              0.000000
           322.589905,            38.433998,             0.000000,              0.000000
           322.288025,            38.470001,             0.000000,              0.000000
           321.986694,            38.506001,             0.000000,              0.000000
           321.685974,            38.542000,             0.000000,              0.000000
           321.385773,            38.577999,             0.000000,              0.000000
           321.086151,            38.613998,             0.000000,              0.000000
           320.787048,            38.650002,             0.000000,              0.000000
           320.488525,            38.686001,             0.000000,              0.000000
           320.190582,            38.722000,             0.000000,              0.000000
           319.893158,            38.757999,             0.000000,              0.000000
           319.596344,            38.793999,             0.000000,              0.000000
           319.300018,            38.830002,             0.000000,              0.000000
           319.004272,            38.866001,             0.000000,              0.000000
           318.709045,            38.902000,             0.000000,              0.000000
           318.414398,            38.938000,             0.000000,              0.000000
           318.120300,            38.973999,             0.000000,              0.000000
           317.826691,            39.009998,             0.000000,              0.000000
           317.533661,            39.046001,             0.000000,              0.000000
           317.241180,            39.082001,             0.000000,              0.000000
           316.949219,            39.118000,             0.000000,              0.000000
           316.657806,            39.153999,             0.000000,              0.000000
           316.366943,            39.189999,             0.000000,              0.000000
           316.076538,            39.226002,             0.000000,              0.000000
           315.786774,            39.262001,             0.000000,              0.000000
           315.497467,            39.298000,             0.000000,              0.000000
           315.208710,            39.334000,             0.000000,              0.000000
           314.920502,            39.369999,             0.000000,              0.000000
           314.632812,            39.405998,             0.000000,              0.000000
           314.345612,            39.442001,             0.000000,              0.000000
           314.058960,            39.478001,             0.000000,              0.000000
